Gross/ Net;Economic activity;Time period;Average monthly wages
Net;I56 Food and beverage service activities;February 2021;507
Net;I56 Food and beverage service activities;March 2021;539
Net;I56 Food and beverage service activities;April 2021;522
Net;I56 Food and beverage service activities;May 2021;568
Net;I56 Food and beverage service activities;June 2021;595
Net;I56 Food and beverage service activities;July 2021;638
Net;I56 Food and beverage service activities;August 2021;631
Net;I56 Food and beverage service activities;September 2021;626
Net;I56 Food and beverage service activities;October 2021;569
Net;I56 Food and beverage service activities;November 2021;568
Net;I56 Food and beverage service activities;December 2021;618
Net;I56 Food and beverage service activities;January 2022;589
Net;I56 Food and beverage service activities;February 2022;537
Net;I56 Food and beverage service activities;March 2022;608
Net;I56 Food and beverage service activities;April 2022;599
Net;I56 Food and beverage service activities;May 2022;634
Net;I56 Food and beverage service activities;June 2022;607
Net;I56 Food and beverage service activities;July 2022;652
Net;I56 Food and beverage service activities;August 2022;663
Net;I56 Food and beverage service activities;September 2022;643
Net;I56 Food and beverage service activities;October 2022;662
Net;I56 Food and beverage service activities;November 2022;668
Net;I56 Food and beverage service activities;December 2022;689
Net;I56 Food and beverage service activities;January 2023;677
Net;I56 Food and beverage service activities;February 2023;654
Net;I56 Food and beverage service activities;March 2023;706
Net;I56 Food and beverage service activities;April 2023;694
Net;I56 Food and beverage service activities;May 2023;734
Net;I56 Food and beverage service activities;June 2023;673
Net;I56 Food and beverage service activities;July 2023;730
Net;I56 Food and beverage service activities;August 2023;710
Net;I56 Food and beverage service activities;September 2023;714
Net;I56 Food and beverage service activities;October 2023;741
Net;I56 Food and beverage service activities;November 2023;732
Net;I56 Food and beverage service activities;December 2023;762
Net;I56 Food and beverage service activities;January 2024;760
Net;I56 Food and beverage service activities;February 2024;751
Net;I56 Food and beverage service activities;March 2024;783
Net;I56 Food and beverage service activities;April 2024;766
Net;I56 Food and beverage service activities;May 2024;821
Net;I56 Food and beverage service activities;June 2024;753
Net;I56 Food and beverage service activities;July 2024;779
Net;I56 Food and beverage service activities;August 2024;790
Net;I56 Food and beverage service activities;September 2024;778
Net;I56 Food and beverage service activities;October 2024;815
Net;I56 Food and beverage service activities;November 2024;811
Net;I56 Food and beverage service activities;December 2024;821
Net;J Information and communication;January 2005;421
Net;J Information and communication;February 2005;510
Net;J Information and communication;March 2005;467
Net;J Information and communication;April 2005;426
Net;J Information and communication;May 2005;430
Net;J Information and communication;June 2005;443
Net;J Information and communication;July 2005;455
Net;J Information and communication;August 2005;466
Net;J Information and communication;September 2005;458
Net;J Information and communication;October 2005;454
Net;J Information and communication;November 2005;459
Net;J Information and communication;December 2005;514
Net;J Information and communication;January 2006;488
Net;J Information and communication;February 2006;612
Net;J Information and communication;March 2006;560
Net;J Information and communication;April 2006;516
Net;J Information and communication;May 2006;518
Net;J Information and communication;June 2006;528
Net;J Information and communication;July 2006;541
Net;J Information and communication;August 2006;558
Net;J Information and communication;September 2006;522
Net;J Information and communication;October 2006;543
Net;J Information and communication;November 2006;556
Net;J Information and communication;December 2006;639
Net;J Information and communication;January 2007;579
Net;J Information and communication;February 2007;656
Net;J Information and communication;March 2007;628
Net;J Information and communication;April 2007;585
Net;J Information and communication;May 2007;585
Net;J Information and communication;June 2007;603
Net;J Information and communication;July 2007;656
Net;J Information and communication;August 2007;657
Net;J Information and communication;September 2007;650
Net;J Information and communication;October 2007;629
Net;J Information and communication;November 2007;631
Net;J Information and communication;December 2007;696
Net;J Information and communication;January 2008;740
Net;J Information and communication;February 2008;834
Net;J Information and communication;March 2008;793
Net;J Information and communication;April 2008;771
Net;J Information and communication;May 2008;756
Net;J Information and communication;June 2008;747
Net;J Information and communication;July 2008;805
Net;J Information and communication;August 2008;783
Net;J Information and communication;September 2008;778
Net;J Information and communication;October 2008;805
Net;J Information and communication;November 2008;779
Net;J Information and communication;December 2008;887
Net;J Information and communication;January 2009;797
Net;J Information and communication;February 2009;852
Net;J Information and communication;March 2009;870
Net;J Information and communication;April 2009;817
Net;J Information and communication;May 2009;808
Net;J Information and communication;June 2009;805
Net;J Information and communication;July 2009;833
Net;J Information and communication;August 2009;771
Net;J Information and communication;September 2009;783
Net;J Information and communication;October 2009;773
Net;J Information and communication;November 2009;781
Net;J Information and communication;December 2009;937
Net;J Information and communication;January 2010;724
Net;J Information and communication;February 2010;761
Net;J Information and communication;March 2010;749
Net;J Information and communication;April 2010;743
Net;J Information and communication;May 2010;724
Net;J Information and communication;June 2010;722
Net;J Information and communication;July 2010;770
Net;J Information and communication;August 2010;751
Net;J Information and communication;September 2010;726
Net;J Information and communication;October 2010;746
Net;J Information and communication;November 2010;743
Net;J Information and communication;December 2010;908
Net;J Information and communication;January 2011;770
Net;J Information and communication;February 2011;748
Net;J Information and communication;March 2011;778
Net;J Information and communication;April 2011;768
Net;J Information and communication;May 2011;745
Net;J Information and communication;June 2011;759
Net;J Information and communication;July 2011;797
Net;J Information and communication;August 2011;786
Net;J Information and communication;September 2011;773
Net;J Information and communication;October 2011;768
Net;J Information and communication;November 2011;757
Net;J Information and communication;December 2011;876
Net;J Information and communication;January 2012;758
Net;J Information and communication;February 2012;819
Net;J Information and communication;March 2012;831
Net;J Information and communication;April 2012;779
Net;J Information and communication;May 2012;768
Net;J Information and communication;June 2012;766
Net;J Information and communication;July 2012;809
Net;J Information and communication;August 2012;793
Net;J Information and communication;September 2012;777
Net;J Information and communication;October 2012;794
Net;J Information and communication;November 2012;771
Net;J Information and communication;December 2012;871
Net;J Information and communication;January 2013;804
Net;J Information and communication;February 2013;868
Net;J Information and communication;March 2013;882
Net;J Information and communication;April 2013;822
Net;J Information and communication;May 2013;808
Net;J Information and communication;June 2013;825
Net;J Information and communication;July 2013;853
Net;J Information and communication;August 2013;817
Net;J Information and communication;September 2013;814
Net;J Information and communication;October 2013;838
Net;J Information and communication;November 2013;809
Net;J Information and communication;December 2013;904
Net;J Information and communication;January 2014;872
Net;J Information and communication;February 2014;876
Net;J Information and communication;March 2014;964
Net;J Information and communication;April 2014;884
Net;J Information and communication;May 2014;855
Net;J Information and communication;June 2014;878
Net;J Information and communication;July 2014;906
Net;J Information and communication;August 2014;858
Net;J Information and communication;September 2014;884
Net;J Information and communication;October 2014;901
Net;J Information and communication;November 2014;873
Net;J Information and communication;December 2014;976
Net;J Information and communication;January 2015;929
Net;J Information and communication;February 2015;932
Net;J Information and communication;March 2015;1033
Net;J Information and communication;April 2015;992
Net;J Information and communication;May 2015;918
Net;J Information and communication;June 2015;937
Net;J Information and communication;July 2015;995
Net;J Information and communication;August 2015;935
Net;J Information and communication;September 2015;933
Net;J Information and communication;October 2015;963
Net;J Information and communication;November 2015;954
Net;J Information and communication;December 2015;1108
Net;J Information and communication;January 2016;994
Net;J Information and communication;February 2016;973
Net;J Information and communication;March 2016;1030
Net;J Information and communication;April 2016;986
Net;J Information and communication;May 2016;977
Net;J Information and communication;June 2016;1003
Net;J Information and communication;July 2016;992
Net;J Information and communication;August 2016;994
Net;J Information and communication;September 2016;988
Net;J Information and communication;October 2016;1003
Net;J Information and communication;November 2016;1010
Net;J Information and communication;December 2016;1109
Net;J Information and communication;January 2017;1053
Net;J Information and communication;February 2017;1040
Net;J Information and communication;March 2017;1148
Net;J Information and communication;April 2017;1044
Net;J Information and communication;May 2017;1049
Net;J Information and communication;June 2017;1089
Net;J Information and communication;July 2017;1091
Net;J Information and communication;August 2017;1062
Net;J Information and communication;September 2017;1059
Net;J Information and communication;October 2017;1079
Net;J Information and communication;November 2017;1067
Net;J Information and communication;December 2017;1176
Net;J Information and communication;January 2018;1144
Net;J Information and communication;February 2018;1129
Net;J Information and communication;March 2018;1201
Net;J Information and communication;April 2018;1126
Net;J Information and communication;May 2018;1112
Net;J Information and communication;June 2018;1159
Net;J Information and communication;July 2018;1181
Net;J Information and communication;August 2018;1151
Net;J Information and communication;September 2018;1140
Net;J Information and communication;October 2018;1171
Net;J Information and communication;November 2018;1157
Net;J Information and communication;December 2018;1282
Net;J Information and communication;January 2019;1215
Net;J Information and communication;February 2019;1221
Net;J Information and communication;March 2019;1307
Net;J Information and communication;April 2019;1277
Net;J Information and communication;May 2019;1240
Net;J Information and communication;June 2019;1262
Net;J Information and communication;July 2019;1263
Net;J Information and communication;August 2019;1222
Net;J Information and communication;September 2019;1217
Net;J Information and communication;October 2019;1261
Net;J Information and communication;November 2019;1239
Net;J Information and communication;December 2019;1392
Net;J Information and communication;January 2020;1290
Net;J Information and communication;February 2020;1371
Net;J Information and communication;March 2020;1345
Net;J Information and communication;April 2020;1324
Net;J Information and communication;May 2020;1290
Net;J Information and communication;June 2020;1351
Net;J Information and communication;July 2020;1376
Net;J Information and communication;August 2020;1332
Net;J Information and communication;September 2020;1356
Net;J Information and communication;October 2020;1337
Net;J Information and communication;November 2020;1330
Net;J Information and communication;December 2020;1501
Net;J Information and communication;January 2021;1408
Net;J Information and communication;February 2021;1470
Net;J Information and communication;March 2021;1494
Net;J Information and communication;April 2021;1476
Net;J Information and communication;May 2021;1424
Net;J Information and communication;June 2021;1520
Net;J Information and communication;July 2021;1551
Net;J Information and communication;August 2021;1543
Net;J Information and communication;September 2021;1541
Net;J Information and communication;October 2021;1483
Net;J Information and communication;November 2021;1472
Net;J Information and communication;December 2021;1713
Net;J Information and communication;January 2022;1524
Net;J Information and communication;February 2022;1556
Net;J Information and communication;March 2022;1678
Net;J Information and communication;April 2022;1574
Net;J Information and communication;May 2022;1595
Net;J Information and communication;June 2022;1632
Net;J Information and communication;July 2022;1634
Net;J Information and communication;August 2022;1648
Net;J Information and communication;September 2022;1647
Net;J Information and communication;October 2022;1644
Net;J Information and communication;November 2022;1646
Net;J Information and communication;December 2022;1855
Net;J Information and communication;January 2023;1705
Net;J Information and communication;February 2023;1734
Net;J Information and communication;March 2023;1840
Net;J Information and communication;April 2023;1817
Net;J Information and communication;May 2023;1789
Net;J Information and communication;June 2023;1818
Net;J Information and communication;July 2023;1777
Net;J Information and communication;August 2023;1817
Net;J Information and communication;September 2023;1783
Net;J Information and communication;October 2023;1835
Net;J Information and communication;November 2023;1828
Net;J Information and communication;December 2023;2057
Net;J Information and communication;January 2024;1859
Net;J Information and communication;February 2024;1888
Net;J Information and communication;March 2024;1968
Net;J Information and communication;April 2024;1892
Net;J Information and communication;May 2024;1908
Net;J Information and communication;June 2024;1880
Net;J Information and communication;July 2024;1976
Net;J Information and communication;August 2024;1945
Net;J Information and communication;September 2024;1899
Net;J Information and communication;October 2024;1953
Net;J Information and communication;November 2024;1936
Net;J Information and communication;December 2024;2159
Net;J58 Publishing activities;January 2005;365
Net;J58 Publishing activities;February 2005;366
Net;J58 Publishing activities;March 2005;366
Net;J58 Publishing activities;April 2005;362
Net;J58 Publishing activities;May 2005;372
Net;J58 Publishing activities;June 2005;373
Net;J58 Publishing activities;July 2005;383
Net;J58 Publishing activities;August 2005;402
Net;J58 Publishing activities;September 2005;394
Net;J58 Publishing activities;October 2005;383
Net;J58 Publishing activities;November 2005;386
Net;J58 Publishing activities;December 2005;436
Net;J58 Publishing activities;January 2006;362
Net;J58 Publishing activities;February 2006;359
Net;J58 Publishing activities;March 2006;378
Net;J58 Publishing activities;April 2006;403
Net;J58 Publishing activities;May 2006;423
Net;J58 Publishing activities;June 2006;422
Net;J58 Publishing activities;July 2006;406
Net;J58 Publishing activities;August 2006;431
Net;J58 Publishing activities;September 2006;430
Net;J58 Publishing activities;October 2006;444
Net;J58 Publishing activities;November 2006;463
Net;J58 Publishing activities;December 2006;510
Net;J58 Publishing activities;January 2007;491
Net;J58 Publishing activities;February 2007;492
Net;J58 Publishing activities;March 2007;516
Net;J58 Publishing activities;April 2007;516
Net;J58 Publishing activities;May 2007;521
Net;J58 Publishing activities;June 2007;528
Net;J58 Publishing activities;July 2007;532
Net;J58 Publishing activities;August 2007;542
Net;J58 Publishing activities;September 2007;552
Net;J58 Publishing activities;October 2007;570
Net;J58 Publishing activities;November 2007;564
Net;J58 Publishing activities;December 2007;634
Net;J58 Publishing activities;January 2008;576
Net;J58 Publishing activities;February 2008;561
Net;J58 Publishing activities;March 2008;577
Net;J58 Publishing activities;April 2008;619
Net;J58 Publishing activities;May 2008;598
Net;J58 Publishing activities;June 2008;605
Net;J58 Publishing activities;July 2008;611
Net;J58 Publishing activities;August 2008;600
Net;J58 Publishing activities;September 2008;598
Net;J58 Publishing activities;October 2008;631
Net;J58 Publishing activities;November 2008;602
Net;J58 Publishing activities;December 2008;664
Net;J58 Publishing activities;January 2009;579
Net;J58 Publishing activities;February 2009;573
Net;J58 Publishing activities;March 2009;571
Net;J58 Publishing activities;April 2009;564
Net;J58 Publishing activities;May 2009;575
Net;J58 Publishing activities;June 2009;571
Net;J58 Publishing activities;July 2009;583
Net;J58 Publishing activities;August 2009;561
Net;J58 Publishing activities;September 2009;552
Net;J58 Publishing activities;October 2009;541
Net;J58 Publishing activities;November 2009;529
Net;J58 Publishing activities;December 2009;581
Net;J58 Publishing activities;January 2010;515
Net;J58 Publishing activities;February 2010;485
Net;J58 Publishing activities;March 2010;502
Net;J58 Publishing activities;April 2010;482
Net;J58 Publishing activities;May 2010;490
Net;J58 Publishing activities;June 2010;498
Net;J58 Publishing activities;July 2010;481
Net;J58 Publishing activities;August 2010;497
Net;J58 Publishing activities;September 2010;479
Net;J58 Publishing activities;October 2010;501
Net;J58 Publishing activities;November 2010;493
Net;J58 Publishing activities;December 2010;579
Net;J58 Publishing activities;January 2011;484
Net;J58 Publishing activities;February 2011;480
Net;J58 Publishing activities;March 2011;492
Net;J58 Publishing activities;April 2011;486
Net;J58 Publishing activities;May 2011;482
Net;J58 Publishing activities;June 2011;484
Net;J58 Publishing activities;July 2011;488
Net;J58 Publishing activities;August 2011;505
Net;J58 Publishing activities;September 2011;478
Net;J58 Publishing activities;October 2011;470
Net;J58 Publishing activities;November 2011;470
Net;J58 Publishing activities;December 2011;565
Net;J58 Publishing activities;January 2012;490
Net;J58 Publishing activities;February 2012;486
Net;J58 Publishing activities;March 2012;497
Net;J58 Publishing activities;April 2012;488
Net;J58 Publishing activities;May 2012;507
Net;J58 Publishing activities;June 2012;509
Net;J58 Publishing activities;July 2012;508
Net;J58 Publishing activities;August 2012;524
Net;J58 Publishing activities;September 2012;501
Net;J58 Publishing activities;October 2012;511
Net;J58 Publishing activities;November 2012;504
Net;J58 Publishing activities;December 2012;585
Net;J58 Publishing activities;January 2013;547
Net;J58 Publishing activities;February 2013;537
Net;J58 Publishing activities;March 2013;536
Net;J58 Publishing activities;April 2013;551
Net;J58 Publishing activities;May 2013;549
Net;J58 Publishing activities;June 2013;530
Net;J58 Publishing activities;July 2013;559
Net;J58 Publishing activities;August 2013;550
Net;J58 Publishing activities;September 2013;552
Net;J58 Publishing activities;October 2013;536
Net;J58 Publishing activities;November 2013;560
Net;J58 Publishing activities;December 2013;569
Net;J58 Publishing activities;January 2014;520
Net;J58 Publishing activities;February 2014;505
Net;J58 Publishing activities;March 2014;509
Net;J58 Publishing activities;April 2014;534
Net;J58 Publishing activities;May 2014;534
Net;J58 Publishing activities;June 2014;532
Net;J58 Publishing activities;July 2014;546
Net;J58 Publishing activities;August 2014;533
Net;J58 Publishing activities;September 2014;542
Net;J58 Publishing activities;October 2014;541
Net;J58 Publishing activities;November 2014;527
Net;J58 Publishing activities;December 2014;604
Net;J58 Publishing activities;January 2015;574
Net;J58 Publishing activities;February 2015;578
Net;J58 Publishing activities;March 2015;582
Net;J58 Publishing activities;April 2015;592
Net;J58 Publishing activities;May 2015;587
Net;J58 Publishing activities;June 2015;606
Net;J58 Publishing activities;July 2015;648
Net;J58 Publishing activities;August 2015;609
Net;J58 Publishing activities;September 2015;608
Net;J58 Publishing activities;October 2015;607
Net;J58 Publishing activities;November 2015;614
Net;J58 Publishing activities;December 2015;706
Net;J58 Publishing activities;January 2016;596
Net;J58 Publishing activities;February 2016;597
Net;J58 Publishing activities;March 2016;613
Net;J58 Publishing activities;April 2016;600
Net;J58 Publishing activities;May 2016;649
Net;J58 Publishing activities;June 2016;633
Net;J58 Publishing activities;July 2016;627
Net;J58 Publishing activities;August 2016;649
Net;J58 Publishing activities;September 2016;660
Net;J58 Publishing activities;October 2016;657
Net;J58 Publishing activities;November 2016;642
Net;J58 Publishing activities;December 2016;731
Net;J58 Publishing activities;January 2017;639
Net;J58 Publishing activities;February 2017;628
Net;J58 Publishing activities;March 2017;645
Net;J58 Publishing activities;April 2017;642
Net;J58 Publishing activities;May 2017;672
Net;J58 Publishing activities;June 2017;691
Net;J58 Publishing activities;July 2017;657
Net;J58 Publishing activities;August 2017;679
Net;J58 Publishing activities;September 2017;670
Net;J58 Publishing activities;October 2017;706
Net;J58 Publishing activities;November 2017;692
Net;J58 Publishing activities;December 2017;749
Net;J58 Publishing activities;January 2018;681
Net;J58 Publishing activities;February 2018;668
Net;J58 Publishing activities;March 2018;669
Net;J58 Publishing activities;April 2018;707
Net;J58 Publishing activities;May 2018;730
Net;J58 Publishing activities;June 2018;733
Net;J58 Publishing activities;July 2018;752
Net;J58 Publishing activities;August 2018;764
Net;J58 Publishing activities;September 2018;756
Net;J58 Publishing activities;October 2018;754
Net;J58 Publishing activities;November 2018;741
Net;J58 Publishing activities;December 2018;819
Net;J58 Publishing activities;January 2019;747
Net;J58 Publishing activities;February 2019;740
Net;J58 Publishing activities;March 2019;766
Net;J58 Publishing activities;April 2019;719
Net;J58 Publishing activities;May 2019;748
Net;J58 Publishing activities;June 2019;737
Net;J58 Publishing activities;July 2019;776
Net;J58 Publishing activities;August 2019;742
Net;J58 Publishing activities;September 2019;751
Net;J58 Publishing activities;October 2019;770
Net;J58 Publishing activities;November 2019;771
Net;J58 Publishing activities;December 2019;881
Net;J58 Publishing activities;January 2020;775
Net;J58 Publishing activities;February 2020;802
Net;J58 Publishing activities;March 2020;769
Net;J58 Publishing activities;April 2020;782
Net;J58 Publishing activities;May 2020;728
Net;J58 Publishing activities;June 2020;786
Net;J58 Publishing activities;July 2020;780
Net;J58 Publishing activities;August 2020;761
Net;J58 Publishing activities;September 2020;785
Net;J58 Publishing activities;October 2020;779
Net;J58 Publishing activities;November 2020;815
Net;J58 Publishing activities;December 2020;906
Net;J58 Publishing activities;January 2021;782
Net;J58 Publishing activities;February 2021;790
Net;J58 Publishing activities;March 2021;828
Net;J58 Publishing activities;April 2021;881
Net;J58 Publishing activities;May 2021;879
Net;J58 Publishing activities;June 2021;924
Net;J58 Publishing activities;July 2021;878
Net;J58 Publishing activities;August 2021;878
Net;J58 Publishing activities;September 2021;875
Net;J58 Publishing activities;October 2021;893
Net;J58 Publishing activities;November 2021;937
Net;J58 Publishing activities;December 2021;1187
Net;J58 Publishing activities;January 2022;832
Net;J58 Publishing activities;February 2022;825
Net;J58 Publishing activities;March 2022;883
Net;J58 Publishing activities;April 2022;855
Net;J58 Publishing activities;May 2022;867
Net;J58 Publishing activities;June 2022;874
Net;J58 Publishing activities;July 2022;890
Net;J58 Publishing activities;August 2022;901
Net;J58 Publishing activities;September 2022;916
Net;J58 Publishing activities;October 2022;943
Net;J58 Publishing activities;November 2022;997
Net;J58 Publishing activities;December 2022;1222
Net;J58 Publishing activities;January 2023;958
Net;J58 Publishing activities;February 2023;966
Net;J58 Publishing activities;March 2023;986
Net;J58 Publishing activities;April 2023;1132
Net;J58 Publishing activities;May 2023;1141
Net;J58 Publishing activities;June 2023;1185
Net;J58 Publishing activities;July 2023;1162
Net;J58 Publishing activities;August 2023;1196
Net;J58 Publishing activities;September 2023;1190
Net;J58 Publishing activities;October 2023;1177
Net;J58 Publishing activities;November 2023;1282
Net;J58 Publishing activities;December 2023;1322
Net;J58 Publishing activities;January 2024;1223
Net;J58 Publishing activities;February 2024;1238
Net;J58 Publishing activities;March 2024;1252
Net;J58 Publishing activities;April 2024;1100
Net;J58 Publishing activities;May 2024;1121
Net;J58 Publishing activities;June 2024;1125
Net;J58 Publishing activities;July 2024;1286
Net;J58 Publishing activities;August 2024;1280
Net;J58 Publishing activities;September 2024;1287
Net;J58 Publishing activities;October 2024;1315
Net;J58 Publishing activities;November 2024;1352
Net;J58 Publishing activities;December 2024;1441
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;January 2005;293
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;February 2005;266
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;March 2005;299
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;April 2005;270
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;May 2005;271
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;June 2005;269
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;July 2005;263
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;August 2005;259
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;September 2005;264
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;October 2005;266
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;November 2005;269
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;December 2005;287
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;January 2006;244
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;February 2006;261
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;March 2006;332
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;April 2006;270
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;May 2006;314
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;June 2006;317
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;July 2006;332
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;August 2006;372
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;September 2006;300
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;October 2006;303
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;November 2006;329
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;December 2006;347
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;January 2007;343
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;February 2007;398
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;March 2007;381
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;April 2007;347
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;May 2007;371
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;June 2007;343
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;July 2007;348
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;August 2007;361
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;September 2007;325
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;October 2007;354
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;November 2007;326
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;December 2007;359
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;January 2008;418
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;February 2008;417
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;March 2008;522
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;April 2008;466
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;May 2008;499
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;June 2008;512
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;July 2008;496
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;August 2008;479
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;September 2008;468
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;October 2008;465
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;November 2008;453
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;December 2008;458
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;January 2009;470
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;February 2009;470
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;March 2009;605
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;April 2009;462
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;May 2009;482
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;June 2009;454
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;July 2009;461
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;August 2009;424
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;September 2009;447
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;October 2009;414
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;November 2009;446
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;December 2009;412
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;January 2010;403
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;February 2010;384
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;March 2010;408
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;April 2010;379
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;May 2010;394
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;June 2010;382
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;July 2010;420
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;August 2010;413
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;September 2010;416
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;October 2010;346
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;November 2010;354
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;December 2010;353
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;January 2011;435
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;February 2011;416
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;March 2011;451
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;April 2011;422
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;May 2011;460
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;June 2011;434
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;July 2011;486
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;August 2011;521
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;September 2011;448
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;October 2011;446
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;November 2011;445
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;December 2011;470
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;January 2012;469
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;February 2012;457
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;March 2012;473
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;April 2012;455
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;May 2012;477
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;June 2012;463
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;July 2012;478
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;August 2012;463
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;September 2012;487
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;October 2012;461
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;November 2012;495
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;December 2012;492
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;January 2013;488
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;February 2013;597
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;March 2013;506
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;April 2013;504
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;May 2013;508
Net;J59 Motion picture, video and television programme production, sound recording and music publishing activities;June 2013;504
